,season,team,season_type,games,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,timeouts,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance_list
0,2023,ARI,REG,17,355,555,3430,18,12,42,-286,8,4,4186,1669,174,-100.87641951710712,-2.5129321410700225,1,471,2365,17,8,1,135,18.66245397482521,3,355,540,3430,18,2,0,4186,1669,174,-9.633396481878346,1,0,605,126,420,64,288,6,33.0,233.0,59,11,98,66,0,1,0,0,13,19,6,6,1,101,859,62,31,286,18,382,28,33,5,0,62,0.8484848484848485,0,6,7,6,8,1,0,0,1,1,3,0,28;54;37;37;44;39;43;62;38;55;32;27;44;47;51;46;56;23;57;51;58;43;28;55;28;34;23;34,55;34;56;43;51,,1174,239,0,22,23,1,0,0.9565217391304348,1,2,1,0,23;51
1,2023,ATL,REG,17,327,530,3775,17,17,40,-251,6,4,4345,1769,182,-42.981411141401004,-3.2987011200564926,2,522,2159,14,13,6,134,-64.30003380636713,0,327,508,3775,17,2,1,4345,1769,182,33.96464728751216,2,0,589,117,443,56,251,19,42.0,258.0,98,8,124,66,1,3,1,96,10,17,8,8,0,84,743,67,33,239,14,236,32,37,5,0,54,0.8648648648648649,0,10,10,9,3,0,0,0,0,2,3,0,49;24;33;39;25;48;24;33;37;47;24;41;51;29;49;39;52;43;23;54;36;39;22;42;20;23;47;41;35;25;38;30,47;50;52;50;42,,1162,241,0,27,28,1,0,0.9642857142857143,2,2,0,0,37;51
2,2023,BAL,REG,17,328,494,3881,27,7,41,-246,6,4,4089,1827,180,62.87204310512697,2.699186599680353,1,541,2661,26,7,5,153,6.8061880415932485,1,328,476,3881,27,6,3,4089,1827,180,145.44541365394332,1,1,616,111,379,77,419,16,58.0,435.0,117,18,258,92,1,0,1,0,8,12,13,13,0,102,955,63,29,417,13,319,32,37,4,1,50,0.8648648648648649,0,10,10,11,1,0,0,0,0,1,2,1,39;44;40;50;23;41;28;23;29;20;36;32;48;37;45;31;37;25;47;42;48;31;47;33;43;26;34;28;41;28;24;36,59;61;53;44,55,1136,217,55,51,52,0,1,0.9807692307692307,0,0,0,0,
3,2023,BUF,REG,17,385,579,4306,29,18,24,-152,2,1,5022,1973,200,91.6927982197074,5.023608114741269,3,512,2212,22,8,4,162,34.20259696993358,0,385,545,4306,29,6,4,5022,1973,200,138.12157157341917,3,1,600,118,336,80,346,14,53.0,328.0,117,18,148,79,2,4,0,0,7,8,12,12,0,106,883,73,31,360,17,349,24,29,4,1,54,0.8275862068965517,0,4,12,4,4,0,0,0,0,2,2,0,40;34;50;29;36;54;32;53;33;36;37;34;48;30;33;50;48;40;31;39;23;29;35;24,52;53;42;48,34,898,195,34,49,50,1,0,0.98,1,1,0,0,29
4,2023,CAR,REG,17,350,586,3245,13,10,65,-504,9,6,4482,1439,152,-156.66620068522246,-1.813970986153743,1,445,1769,7,5,3,115,-33.242914613520114,2,350,534,3245,13,7,1,4482,1439,152,11.7966401548343,1,1,542,107,435,55,289,5,27.0,193.0,74,8,203,64,2,2,0,0,11,11,3,3,0,103,845,69,37,322,24,637,25,30,5,0,56,0.8333333333333334,0,6,7,7,5,0,0,0,0,2,3,0,43;52;54;36;47;44;26;56;33;46;37;23;35;49;33;39;42;50;23;47;29;34;25;23;52,55;43;59;41;52,,978,250,0,17,20,3,0,0.85,2,2,0,0,23;23
5,2023,CHI,REG,17,321,513,3421,19,15,50,-325,10,5,3775,1722,169,-64.64965049815295,-0.14033455956157248,0,534,2399,16,5,1,144,20.40367612132028,1,321,477,3421,19,4,3,3775,1722,169,47.125878779109314,0,0,581,111,375,57,206,13,30.0,202.0,92,22,245,83,2,4,0,0,10,11,6,6,0,99,853,47,23,188,23,543,35,38,3,0,55,0.9210526315789473,0,9,11,8,7,0,0,0,0,2,1,0,47;29;52;21;22;36;43;37;22;53;54;31;54;36;39;31;53;40;39;25;39;55;30;46;25;28;41;49;29;22;42;42;50;39;35,40;48;55,,1336,143,0,31,33,0,2,0.9393939393939394,1,1,0,0,30
6,2023,CIN,REG,17,420,615,4257,27,14,50,-362,5,1,3878,2368,209,13.301734793142892,2.125351518593935,1,383,1527,12,1,0,90,-24.686269278267797,0,420,592,4257,27,3,1,3878,2368,209,115.47444194972782,1,1,588,112,412,60,273,11,44.0,257.0,110,17,152,74,1,1,0,0,7,7,9,9,0,76,614,69,34,346,17,387,26,31,5,0,56,0.8387096774193549,0,5,6,8,7,0,0,0,0,0,5,0,42;27;49;53;48;54;21;40;40;52;56;20;50;31;50;26;47;54;48;32;35;34;29;35;34;45,51;56;50;53;57,,1052,267,0,40,40,0,0,1.0,2,2,0,0,48;29
7,2023,CLE,REG,17,355,624,4011,24,23,45,-318,10,4,5299,1853,173,-104.9538204686753,-5.829130592358167,1,518,2017,15,8,5,133,-47.87162957975581,5,355,597,4011,24,5,4,5299,1853,173,-22.4349225285508,1,0,598,103,297,88,423,14,48.0,341.0,109,18,135,92,2,4,0,46,11,15,10,10,1,115,897,68,41,343,11,261,34,37,3,0,58,0.918918918918919,0,8,8,10,8,0,0,0,0,3,0,0,42;34;43;43;55;48;52;53;42;46;50;29;44;54;54;58;25;27;30;45;36;28;23;40;25;34;36;24;40;24;55;33;34;33,43;47;48,,1339,138,0,30,33,3,0,0.9090909090909091,2,2,0,0,40;34
8,2023,DAL,REG,17,428,614,4660,36,10,40,-263,2,1,4794,2043,231,116.60811704054335,4.047391338289273,3,468,1920,14,3,2,121,-5.510051915494904,1,428,605,4660,36,6,2,4794,2043,231,186.59676590336585,3,1,549,110,386,73,353,14,45.0,296.0,99,17,249,74,5,1,1,58,6,7,9,9,1,115,964,60,18,98,18,393,36,38,1,1,60,0.9473684210526315,0,9,13,4,9,1,0,0,1,0,0,0,21;38;35;21;55;26;30;49;27;26;23;23;33;50;32;39;58;27;51;30;27;52;30;31;38;32;60;59;45;50;32;43;33;51;43;50,36,32,1370,36,32,49,52,3,0,0.9423076923076923,0,0,0,0,
9,2023,DEN,REG,17,337,513,3566,28,9,52,-304,7,4,3754,2069,155,-10.12377632816333,3.739817590458569,2,451,1810,8,5,2,120,-34.84938213096555,2,337,477,3566,28,7,5,3754,2067,155,90.06171318554131,2,1,601,122,400,58,265,19,42.0,330.0,100,11,85,62,0,1,1,-1,4,7,15,15,1,99,749,79,20,326,16,398,30,34,3,1,52,0.8823529411764706,0,11,12,4,3,0,0,0,0,1,2,0,24;31;32;31;25;51;23;22;32;29;35;52;28;40;49;40;36;31;31;52;37;28;23;34;34;23;23;32;43;20,55;57;48,38,991,160,38,29,31,2,0,0.9354838709677419,1,1,0,0,36
