,player.bye_weeks.week,player.display_position,player.editorial_player_key,player.editorial_team_abbr,player.editorial_team_full_name,player.editorial_team_key,player.editorial_team_url,player.eligible_positions,player.eligible_positions_to_add,player.has_player_notes,player.headshot.size,player.headshot.url,player.image_url,player.is_keeper.status,player.is_keeper.cost,player.is_keeper.kept,player.is_undroppable,player.name.ascii_first,player.name.ascii_last,player.name.first,player.name.full,player.name.last,player.player_id,player.player_key,player.player_notes_last_timestamp,player.position_type,player.primary_position,player.uniform_number,player.url,player.status,player.status_full,player.has_recent_player_notes,player.injury_note
316,11,WR,nfl.p.32367,TB,Tampa Bay Buccaneers,nfl.t.27,https://sports.yahoo.com/nfl/teams/tampa-bay/,['WR'],,,small,https://s.yimg.com/iu/api/res/1.2/JsoZrEMFRj6YhvFVLiz.NQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/07252023/32367.png,https://s.yimg.com/iu/api/res/1.2/JsoZrEMFRj6YhvFVLiz.NQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/07252023/32367.png,False,False,False,0,Cody,Thompson,Cody,Cody Thompson,Thompson,32367,449.p.32367,,O,WR,,https://sports.yahoo.com/nfl/players/32367,O,Out,,Shoulder
317,10,RB,nfl.p.32383,LV,Las Vegas Raiders,nfl.t.13,https://sports.yahoo.com/nfl/teams/las-vegas/,['RB'],,,small,https://s.yimg.com/iu/api/res/1.2/mOPazeX4VwsRvUWnB5rrGA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08292023/32383.png,https://s.yimg.com/iu/api/res/1.2/mOPazeX4VwsRvUWnB5rrGA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08292023/32383.png,False,False,False,0,Austin,Walter,Austin,Austin Walter,Walter,32383,449.p.32383,,O,RB,,https://sports.yahoo.com/nfl/players/32383,NA,Inactive: Coach's Decision or Not on Roster,,Undisclosed
318,5,K,nfl.p.32384,Ten,Tennessee Titans,nfl.t.10,https://sports.yahoo.com/nfl/teams/tennessee/,['K'],,1.0,small,https://s.yimg.com/iu/api/res/1.2/8oYusM_wx_ZKWU7IbZgXbg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08122025/32384.png,https://s.yimg.com/iu/api/res/1.2/8oYusM_wx_ZKWU7IbZgXbg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08122025/32384.png,False,False,False,0,Joey,Slye,Joey,Joey Slye,Slye,32384,449.p.32384,1760912128.0,K,K,6,https://sports.yahoo.com/nfl/players/32384,,,,
319,14,WR,nfl.p.32398,Bal,Baltimore Ravens,nfl.t.33,https://sports.yahoo.com/nfl/teams/baltimore/,['WR'],,,small,https://s.yimg.com/iu/api/res/1.2/bLFGcCBQMFEFmz8NeiF7wQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/07252024/32398.png,https://s.yimg.com/iu/api/res/1.2/bLFGcCBQMFEFmz8NeiF7wQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/07252024/32398.png,False,False,False,0,Deonte,Harty,Deonte,Deonte Harty,Harty,32398,449.p.32398,,O,WR,,https://sports.yahoo.com/nfl/players/32398,NA,Inactive: Coach's Decision or Not on Roster,,Knee
320,14,TE,nfl.p.32415,Was,Washington Commanders,nfl.t.28,https://sports.yahoo.com/nfl/teams/washington/,['TE'],,,small,https://s.yimg.com/iu/api/res/1.2/pIUuiszxLNEQWCm8ndw1Zg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09022025/32415.png,https://s.yimg.com/iu/api/res/1.2/pIUuiszxLNEQWCm8ndw1Zg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09022025/32415.png,False,False,False,0,Tyree,Jackson,Tyree,Tyree Jackson,Jackson,32415,449.p.32415,,O,TE,80,https://sports.yahoo.com/nfl/players/32415,NA,Inactive: Coach's Decision or Not on Roster,,
321,11,K,nfl.p.32417,TB,Tampa Bay Buccaneers,nfl.t.27,https://sports.yahoo.com/nfl/teams/tampa-bay/,['K'],,1.0,small,https://s.yimg.com/iu/api/res/1.2/HwyEN03bq5DDgnRJk6EkDw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08282025/32417.png,https://s.yimg.com/iu/api/res/1.2/HwyEN03bq5DDgnRJk6EkDw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08282025/32417.png,False,False,False,0,Chase,McLaughlin,Chase,Chase McLaughlin,McLaughlin,32417,449.p.32417,1760331650.0,K,K,4,https://sports.yahoo.com/nfl/players/32417,,,,
322,12,WR,nfl.p.32418,Atl,Atlanta Falcons,nfl.t.1,https://sports.yahoo.com/nfl/teams/atlanta/,['WR'],,,small,https://s.yimg.com/iu/api/res/1.2/4ShSax.t4hwATSS6fJJQkA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/07292025/32418.png,https://s.yimg.com/iu/api/res/1.2/4ShSax.t4hwATSS6fJJQkA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/07292025/32418.png,False,False,False,0,David,Sills V,David,David Sills V,Sills V,32418,449.p.32418,,O,WR,87,https://sports.yahoo.com/nfl/players/32418,,,,
323,12,WR,nfl.p.32438,NYJ,New York Jets,nfl.t.20,https://sports.yahoo.com/nfl/teams/ny-jets/,['WR'],,1.0,small,https://s.yimg.com/iu/api/res/1.2/Ro4D2XYHK8SLGQzf6PBzvg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08202025/32438.png,https://s.yimg.com/iu/api/res/1.2/Ro4D2XYHK8SLGQzf6PBzvg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08202025/32438.png,False,False,False,0,Trenton,Irwin,Trenton,Trenton Irwin,Irwin,32438,449.p.32438,1760476371.0,O,WR,38,https://sports.yahoo.com/nfl/players/32438,NA,Inactive: Coach's Decision or Not on Roster,,
324,11,RB,nfl.p.32439,TB,Tampa Bay Buccaneers,nfl.t.27,https://sports.yahoo.com/nfl/teams/tampa-bay/,['RB'],,,small,https://s.yimg.com/iu/api/res/1.2/eTfHr5nOhtd389jr6DM1sw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/07272023/32439.png,https://s.yimg.com/iu/api/res/1.2/eTfHr5nOhtd389jr6DM1sw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/07272023/32439.png,False,False,False,0,Patrick,Laird,Patrick,Patrick Laird,Laird,32439,449.p.32439,,O,RB,,https://sports.yahoo.com/nfl/players/32439,NA,Inactive: Coach's Decision or Not on Roster,,
325,6,TE,nfl.p.32442,Mia,Miami Dolphins,nfl.t.15,https://sports.yahoo.com/nfl/teams/miami/,['TE'],,,small,https://s.yimg.com/iu/api/res/1.2/MsAvVRqRPNmHkwmP0RvziA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/02042025/32442.png,https://s.yimg.com/iu/api/res/1.2/MsAvVRqRPNmHkwmP0RvziA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/02042025/32442.png,False,False,False,0,Chris,Myarick,Chris,Chris Myarick,Myarick,32442,449.p.32442,,O,TE,,https://sports.yahoo.com/nfl/players/32442,NA,Inactive: Coach's Decision or Not on Roster,,
326,9,TE,nfl.p.32456,Pit,Pittsburgh Steelers,nfl.t.23,https://sports.yahoo.com/nfl/teams/pittsburgh/,['TE'],,,small,https://s.yimg.com/iu/api/res/1.2/jsjd68kfaMyTJeRo2tWkNg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/02052025/32456.png,https://s.yimg.com/iu/api/res/1.2/jsjd68kfaMyTJeRo2tWkNg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/02052025/32456.png,False,False,False,0,Donald,Parham Jr.,Donald,Donald Parham Jr.,Parham Jr.,32456,449.p.32456,,O,TE,89,https://sports.yahoo.com/nfl/players/32456,NA,Inactive: Coach's Decision or Not on Roster,,
327,5,WR,nfl.p.32469,Ten,Tennessee Titans,nfl.t.10,https://sports.yahoo.com/nfl/teams/tennessee/,['WR'],,,small,https://s.yimg.com/iu/api/res/1.2/UUVdOVTpUPTysxS90CmHVg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08242023/32469.png,https://s.yimg.com/iu/api/res/1.2/UUVdOVTpUPTysxS90CmHVg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08242023/32469.png,False,False,False,0,Stanley,Morgan Jr.,Stanley,Stanley Morgan Jr.,Morgan Jr.,32469,449.p.32469,,O,WR,,https://sports.yahoo.com/nfl/players/32469,NA,Inactive: Coach's Decision or Not on Roster,,
328,5,WR,nfl.p.32488,Det,Detroit Lions,nfl.t.8,https://sports.yahoo.com/nfl/teams/detroit/,['WR'],,,small,https://s.yimg.com/iu/api/res/1.2/m1SEYDT0To63b.XpX7FqwA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/07312025/32488.png,https://s.yimg.com/iu/api/res/1.2/m1SEYDT0To63b.XpX7FqwA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/07312025/32488.png,False,False,False,0,Malik,Taylor,Malik,Malik Taylor,Taylor,32488,449.p.32488,,O,WR,,https://sports.yahoo.com/nfl/players/32488,NA,Inactive: Coach's Decision or Not on Roster,,Undisclosed
329,11,WR,nfl.p.32494,NYG,New York Giants,nfl.t.19,https://sports.yahoo.com/nfl/teams/ny-giants/,['WR'],,1.0,small,https://s.yimg.com/iu/api/res/1.2/EJcPjuzJaqRqFV9A8aLGzA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09082025/32494.png,https://s.yimg.com/iu/api/res/1.2/EJcPjuzJaqRqFV9A8aLGzA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09082025/32494.png,False,False,False,0,Lil'Jordan,Humphrey,Lil'Jordan,Lil'Jordan Humphrey,Humphrey,32494,449.p.32494,1760929848.0,O,WR,89,https://sports.yahoo.com/nfl/players/32494,,,1.0,
330,7,WR,nfl.p.32511,Dal,Dallas Cowboys,nfl.t.6,https://sports.yahoo.com/nfl/teams/dallas/,['WR'],,,small,https://s.yimg.com/iu/api/res/1.2/bdGameuMdoTdku6DCGyPoA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/07312024/32511.png,https://s.yimg.com/iu/api/res/1.2/bdGameuMdoTdku6DCGyPoA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/07312024/32511.png,False,False,False,0,Tyron,Billy-Johnson,Tyron,Tyron Billy-Johnson,Billy-Johnson,32511,449.p.32511,,O,WR,,https://sports.yahoo.com/nfl/players/32511,NA,Inactive: Coach's Decision or Not on Roster,,
331,11,WR,nfl.p.32523,Ari,Arizona Cardinals,nfl.t.22,https://sports.yahoo.com/nfl/teams/arizona/,['WR'],,1.0,small,https://s.yimg.com/iu/api/res/1.2/jM4plLk3Uilox37OIbFHOw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08272024/32523.png,https://s.yimg.com/iu/api/res/1.2/jM4plLk3Uilox37OIbFHOw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08272024/32523.png,False,False,False,0,Greg,Dortch,Greg,Greg Dortch,Dortch,32523,449.p.32523,1760495632.0,O,WR,4,https://sports.yahoo.com/nfl/players/32523,,,,
332,11,WR,nfl.p.32533,Ari,Arizona Cardinals,nfl.t.22,https://sports.yahoo.com/nfl/teams/arizona/,['WR'],,,small,https://s.yimg.com/iu/api/res/1.2/XqNqNGTmg4GzXYmyxTolCg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08272024/32533.png,https://s.yimg.com/iu/api/res/1.2/XqNqNGTmg4GzXYmyxTolCg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08272024/32533.png,False,False,False,0,Jeff,Smith,Jeff,Jeff Smith,Smith,32533,449.p.32533,,O,WR,,https://sports.yahoo.com/nfl/players/32533,NA,Inactive: Coach's Decision or Not on Roster,,Undisclosed
333,9,TE,nfl.p.32551,Pit,Pittsburgh Steelers,nfl.t.23,https://sports.yahoo.com/nfl/teams/pittsburgh/,['TE'],,,small,https://s.yimg.com/iu/api/res/1.2/2FCFu7Q9u6mV2Xqi1UXhNQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08232023/32551.png,https://s.yimg.com/iu/api/res/1.2/2FCFu7Q9u6mV2Xqi1UXhNQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08232023/32551.png,False,False,False,0,Matt,Sokol,Matt,Matt Sokol,Sokol,32551,449.p.32551,,O,TE,85,https://sports.yahoo.com/nfl/players/32551,NA,Inactive: Coach's Decision or Not on Roster,,
334,5,WR,nfl.p.32561,Det,Detroit Lions,nfl.t.8,https://sports.yahoo.com/nfl/teams/detroit/,['WR'],,,small,https://s.yimg.com/iu/api/res/1.2/sEAhrthEuRZs.R_izGHFBA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/07312025/32561.png,https://s.yimg.com/iu/api/res/1.2/sEAhrthEuRZs.R_izGHFBA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/07312025/32561.png,False,False,False,0,Tom,Kennedy,Tom,Tom Kennedy,Kennedy,32561,449.p.32561,,O,WR,85,https://sports.yahoo.com/nfl/players/32561,NA,Inactive: Coach's Decision or Not on Roster,,
335,11,TE,nfl.p.32576,Car,Carolina Panthers,nfl.t.29,https://sports.yahoo.com/nfl/teams/carolina/,['TE'],,,small,https://s.yimg.com/iu/api/res/1.2/l5AOZGe_MDF9Fsfh4SeBUw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08292023/32576.png,https://s.yimg.com/iu/api/res/1.2/l5AOZGe_MDF9Fsfh4SeBUw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08292023/32576.png,False,False,False,0,Jesper,Horsted,Jesper,Jesper Horsted,Horsted,32576,449.p.32576,,O,TE,,https://sports.yahoo.com/nfl/players/32576,NA,Inactive: Coach's Decision or Not on Roster,,
336,5,TE,nfl.p.32588,Det,Detroit Lions,nfl.t.8,https://sports.yahoo.com/nfl/teams/detroit/,['TE'],,,small,https://s.yimg.com/iu/api/res/1.2/cSFD8IGuNRtiMMSA0EJPng--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08142024/32588.png,https://s.yimg.com/iu/api/res/1.2/cSFD8IGuNRtiMMSA0EJPng--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08142024/32588.png,False,False,False,0,Parker,Hesse,Parker,Parker Hesse,Hesse,32588,449.p.32588,,O,TE,,https://sports.yahoo.com/nfl/players/32588,NA,Inactive: Coach's Decision or Not on Roster,,
337,5,RB,nfl.p.32596,Det,Detroit Lions,nfl.t.8,https://sports.yahoo.com/nfl/teams/detroit/,['RB'],,,small,https://s.yimg.com/iu/api/res/1.2/UZu3iqr6zYkHaAVW12YLRQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/07312025/32596.png,https://s.yimg.com/iu/api/res/1.2/UZu3iqr6zYkHaAVW12YLRQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/07312025/32596.png,False,False,False,0,Craig,Reynolds,Craig,Craig Reynolds,Reynolds,32596,449.p.32596,,O,RB,13,https://sports.yahoo.com/nfl/players/32596,,,,
338,6,TE,nfl.p.32600,KC,Kansas City Chiefs,nfl.t.12,https://sports.yahoo.com/nfl/teams/kansas-city/,['TE'],,,small,https://s.yimg.com/iu/api/res/1.2/19CxKENMhr8bQ3Z6chJT3w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08302023/32600.png,https://s.yimg.com/iu/api/res/1.2/19CxKENMhr8bQ3Z6chJT3w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08302023/32600.png,False,False,False,0,Jody,Fortson,Jody,Jody Fortson,Fortson,32600,449.p.32600,,O,TE,,https://sports.yahoo.com/nfl/players/32600,NA,Inactive: Coach's Decision or Not on Roster,,Knee - ACL
339,11,RB,nfl.p.32608,Ari,Arizona Cardinals,nfl.t.22,https://sports.yahoo.com/nfl/teams/arizona/,['RB'],,1.0,small,https://s.yimg.com/iu/api/res/1.2/BqFJzs8iN8D4h9wxiXj6kQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09112024/32608.png,https://s.yimg.com/iu/api/res/1.2/BqFJzs8iN8D4h9wxiXj6kQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09112024/32608.png,False,False,False,0,D'Ernest,Johnson,D'Ernest,D'Ernest Johnson,Johnson,32608,449.p.32608,1760835798.0,O,RB,37,https://sports.yahoo.com/nfl/players/32608,,,,
340,11,WR,nfl.p.32612,NYG,New York Giants,nfl.t.19,https://sports.yahoo.com/nfl/teams/ny-giants/,['WR'],,,small,https://s.yimg.com/iu/api/res/1.2/5gLSDkp9vbUDYRsFJQERZg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09102024/32612.png,https://s.yimg.com/iu/api/res/1.2/5gLSDkp9vbUDYRsFJQERZg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09102024/32612.png,False,False,False,0,Gunner,Olszewski,Gunner,Gunner Olszewski,Olszewski,32612,449.p.32612,,O,WR,80,https://sports.yahoo.com/nfl/players/32612,Q,Questionable,,Groin
